time,open,high,low,close
1991-04-24,400.44,400.44,400.44,400.44
1991-04-25,404.76001,404.76001,404.76001,404.76001
1991-04-26,401.53,401.53,401.53,401.53
1991-04-29,396.88,396.88,396.88,396.88
1991-04-30,389.01001,389.01001,389.01001,389.01001
1991-05-03,397.14999,397.14999,397.14999,397.14999
1991-05-06,392.35001,392.35001,392.35001,392.35001
1991-05-07,392.26001,392.26001,392.26001,392.26001
1991-05-08,395.04001,395.04001,395.04001,395.04001
1991-05-09,393.32999,393.32999,393.32999,393.32999
1991-05-10,400.39999,400.39999,400.39999,400.39999
1991-05-13,400.38,400.38,400.38,400.38
1991-05-14,400.56,400.56,400.56,400.56
1991-05-16,399.48999,399.48999,399.48999,399.48999
1991-05-17,401.57999,401.57999,401.57999,401.57999
1991-05-20,398.67999,398.67999,398.67999,398.67999
1991-05-21,408.66,408.66,408.66,408.66
1991-05-23,407.19,407.19,407.19,407.19
1991-05-27,408.19,408.19,408.19,408.19
1991-05-29,410.37,410.37,410.37,410.37
1991-05-30,411.85999,411.85999,411.85999,411.85999
1991-05-31,403.17999,403.17999,403.17999,403.17999
1991-06-03,400.01999,400.01999,400.01999,400.01999
1991-06-04,399.75,399.75,399.75,399.75
1991-06-05,398.38,398.38,398.38,398.38
1991-06-06,394.98999,394.98999,394.98999,394.98999
1991-06-07,386.92001,386.92001,386.92001,386.92001
1991-06-11,390.28,390.28,390.28,390.28
1991-06-12,396.91,396.91,396.91,396.91
1991-06-13,393.72,393.72,393.72,393.72
1991-06-14,397.78,397.78,397.78,397.78
1991-06-17,402.59,402.59,402.59,402.59
1991-06-18,408.76999,408.76999,408.76999,408.76999
1991-06-19,407.48999,407.48999,407.48999,407.48999
1991-06-20,409.32001,409.32001,409.32001,409.32001
1991-06-21,415.82999,415.82999,415.82999,415.82999
1991-06-24,400.82999,400.82999,400.82999,400.82999
1991-06-25,398.76001,398.76001,398.76001,398.76001
1991-06-26,392.35001,392.35001,392.35001,392.35001
1991-06-27,396.25,396.25,396.25,396.25
1991-06-28,391.95999,391.95999,391.95999,391.95999
1991-07-01,393.60001,393.60001,393.60001,393.60001
1991-07-02,394.89999,394.89999,394.89999,394.89999
1991-07-03,399.85001,399.85001,399.85001,399.85001
1991-07-04,397.07001,397.07001,397.07001,397.07001
1991-07-05,413.35001,413.35001,413.35001,413.35001
1991-07-08,416.26999,416.26999,416.26999,416.26999
1991-07-09,417.63,417.63,417.63,417.63
1991-07-10,423.57001,423.57001,423.57001,423.57001
1991-07-11,433.48001,433.48001,433.48001,433.48001
1991-07-12,437.67001,437.67001,437.67001,437.67001
1991-07-15,428.76001,428.76001,428.76001,428.76001
1991-07-16,434.39999,434.39999,434.39999,434.39999
1991-07-17,438.39999,438.39999,438.39999,438.39999
1991-07-19,445.73999,445.73999,445.73999,445.73999
1991-07-22,434.66,434.66,434.66,434.66
1991-07-24,446.95999,446.95999,446.95999,446.95999
1991-07-25,475.12,475.12,475.12,475.12
1991-07-26,488.73001,488.73001,488.73001,488.73001
1991-07-29,500.25,500.25,500.25,500.25
1991-07-30,503.09,503.09,503.09,503.09
1991-07-31,498.70999,498.70999,498.70999,498.70999
1991-08-01,498.19,498.19,498.19,498.19
1991-08-02,504.57999,504.57999,504.57999,504.57999
1991-08-05,502.89001,502.89001,502.89001,502.89001
1991-08-07,493.63,493.63,493.63,493.63
1991-08-08,487.56,487.56,487.56,487.56
1991-08-09,495.32001,495.32001,495.32001,495.32001
1991-08-12,496.10001,496.10001,496.10001,496.10001
1991-08-13,502.29999,502.29999,502.29999,502.29999
1991-08-14,507.37,507.37,507.37,507.37
1991-08-16,512.21997,512.21997,512.21997,512.21997
1991-08-19,518.10999,518.10999,518.10999,518.10999
1991-08-20,508.98999,508.98999,508.98999,508.98999
1991-08-21,509.19,509.19,509.19,509.19
1991-08-22,520.92999,520.92999,520.92999,520.92999
1991-08-23,535.32001,535.32001,535.32001,535.32001
1991-08-26,545.65997,545.65997,545.65997,545.65997
1991-08-27,536.95001,536.95001,536.95001,536.95001
1991-08-28,540.32001,540.32001,540.32001,540.32001
1991-08-30,531.96997,531.96997,531.96997,531.96997
1991-09-03,524.72998,524.72998,524.72998,524.72998
1991-09-04,521.79999,521.79999,521.79999,521.79999
1991-09-05,533.53003,533.53003,533.53003,533.53003
1991-09-06,533.56,533.56,533.56,533.56
1991-09-10,534.22998,534.22998,534.22998,534.22998
1991-09-13,548.77002,548.77002,548.77002,548.77002
1991-09-16,563.22998,563.22998,563.22998,563.22998
1991-09-17,554.31,554.31,554.31,554.31
1991-09-18,552.40002,552.40002,552.40002,552.40002
1991-09-20,540.53998,540.53998,540.53998,540.53998
1991-09-24,536.04999,536.04999,536.04999,536.04999
1991-09-25,536.16998,536.16998,536.16998,536.16998
1991-09-26,528.21002,528.21002,528.21002,528.21002
1991-09-27,549.32001,549.32001,549.32001,549.32001
1991-09-30,553.78998,553.78998,553.78998,553.78998
1991-10-01,548.39001,548.39001,548.39001,548.39001
1991-10-03,535.84998,535.84998,535.84998,535.84998
1991-10-04,525.71997,525.71997,525.71997,525.71997
1991-10-07,527.48999,527.48999,527.48999,527.48999
1991-10-09,510.57001,510.57001,510.57001,510.57001
1991-10-10,519.79999,519.79999,519.79999,519.79999
1991-10-11,524.16998,524.16998,524.16998,524.16998
1991-10-14,514.40997,514.40997,514.40997,514.40997
1991-10-15,512.22998,512.22998,512.22998,512.22998
1991-10-16,525.10999,525.10999,525.10999,525.10999
1991-10-18,526.76001,526.76001,526.76001,526.76001
1991-10-21,522.62,522.62,522.62,522.62
1991-10-22,529.73999,529.73999,529.73999,529.73999
1991-10-23,526.62,526.62,526.62,526.62
1991-10-24,531.39001,531.39001,531.39001,531.39001
1991-10-29,554.37,554.37,554.37,554.37
1991-10-30,547.85999,547.85999,547.85999,547.85999
1991-10-31,554.40002,554.40002,554.40002,554.40002
1991-11-01,559.59003,559.59003,559.59003,559.59003
1991-11-05,563.59998,563.59998,563.59998,563.59998
1991-11-08,561.34998,561.34998,561.34998,561.34998
1991-11-11,559,559,559,559
1991-11-12,555.79999,555.79999,555.79999,555.79999
1991-11-13,556.16998,556.16998,556.16998,556.16998
1991-11-14,561.10999,561.10999,561.10999,561.10999
1991-11-15,557.54999,557.54999,557.54999,557.54999
1991-11-18,556.40002,556.40002,556.40002,556.40002
1991-11-19,572.28003,572.28003,572.28003,572.28003
1991-11-20,569.63,569.63,569.63,569.63
1991-11-22,560.92999,560.92999,560.92999,560.92999
1991-11-26,552.26001,552.26001,552.26001,552.26001
1991-11-27,551.28998,551.28998,551.28998,551.28998
1991-11-28,549.91998,549.91998,549.91998,549.91998
1991-11-29,563.16998,563.16998,563.16998,563.16998
1991-12-02,563.45001,563.45001,563.45001,563.45001
1991-12-03,561.06,561.06,561.06,561.06
1991-12-04,559.31,559.31,559.31,559.31
1991-12-05,555.34003,555.34003,555.34003,555.34003
1991-12-06,561.96997,561.96997,561.96997,561.96997
1991-12-09,554.89001,554.89001,554.89001,554.89001
1991-12-10,550.48999,550.48999,550.48999,550.48999
1991-12-11,547.26001,547.26001,547.26001,547.26001
1991-12-12,540.64001,540.64001,540.64001,540.64001
1991-12-16,537.64001,537.64001,537.64001,537.64001
1991-12-17,533.57001,533.57001,533.57001,533.57001
1991-12-18,539.88,539.88,539.88,539.88
1991-12-19,551.90997,551.90997,551.90997,551.90997
1991-12-20,550.25,550.25,550.25,550.25
1991-12-23,560.45001,560.45001,560.45001,560.45001
1991-12-24,558.63,558.63,558.63,558.63
1992-01-01,572.82001,572.82001,572.82001,572.82001
1992-01-02,576.28003,576.28003,576.28003,576.28003
1992-01-03,584.28998,584.28998,584.28998,584.28998
1992-01-06,576.26001,576.26001,576.26001,576.26001
1992-01-07,574.46002,574.46002,574.46002,574.46002
1992-01-08,575.79999,575.79999,575.79999,575.79999
1992-01-09,581.06,581.06,581.06,581.06
1992-01-13,590.46002,590.46002,590.46002,590.46002
1992-01-14,591.85999,591.85999,591.85999,591.85999
1992-01-15,596.63,596.63,596.63,596.63
1992-01-16,591.40002,591.40002,591.40002,591.40002
1992-01-17,617.27002,617.27002,617.27002,617.27002
1992-01-20,617.65002,617.65002,617.65002,617.65002
1992-01-21,624.03998,624.03998,624.03998,624.03998
1992-01-22,631.32001,631.32001,631.32001,631.32001
1992-01-23,635.60999,635.60999,635.60999,635.60999
1992-01-24,632.34003,632.34003,632.34003,632.34003
1992-01-27,645.44,645.44,645.44,645.44
1992-01-29,658.91998,658.91998,658.91998,658.91998
1992-01-30,683.46002,683.46002,683.46002,683.46002
1992-01-31,684.92999,684.92999,684.92999,684.92999
1992-02-03,673.65997,673.65997,673.65997,673.65997
1992-02-04,676.15002,676.15002,676.15002,676.15002
1992-02-05,679.47998,679.47998,679.47998,679.47998
1992-02-06,685.42999,685.42999,685.42999,685.42999
1992-02-07,651.44,651.44,651.44,651.44
1992-02-10,681.48999,681.48999,681.48999,681.48999
1992-02-12,692.56,692.56,692.56,692.56
1992-02-13,697.84998,697.84998,697.84998,697.84998
1992-02-17,732.76001,732.76001,732.76001,732.76001
1992-02-18,722.78998,722.78998,722.78998,722.78998
1992-02-19,714.21997,714.21997,714.21997,714.21997
1992-02-20,730.37,730.37,730.37,730.37
1992-02-21,733.59998,733.59998,733.59998,733.59998
1992-02-24,744.89001,744.89001,744.89001,744.89001
1992-02-26,779.57001,779.57001,779.57001,779.57001
1992-02-27,810.57001,810.57001,810.57001,810.57001
1992-02-28,813.13,813.13,813.13,813.13
1992-03-02,982.29999,982.29999,982.29999,982.29999
1992-03-03,995.09003,995.09003,995.09003,995.09003
1992-03-09,1016.53,1016.53,1016.53,1016.53
1992-03-10,951.16998,951.16998,951.16998,951.16998
1992-03-11,911.63,911.63,911.63,911.63
1992-03-12,932.37,932.37,932.37,932.37
1992-03-13,941.52002,941.52002,941.52002,941.52002
1992-03-16,945.63,945.63,945.63,945.63
1992-03-17,927.48999,927.48999,927.48999,927.48999
1992-03-18,906.96997,906.96997,906.96997,906.96997
1992-03-20,940.46997,940.46997,940.46997,940.46997
1992-03-24,1061.29,1061.29,1061.29,1061.29
1992-03-25,1100.13,1100.13,1100.13,1100.13
1992-03-27,1096.95,1096.95,1096.95,1096.95
1992-03-30,1201.04,1201.04,1201.04,1201.04
1992-03-31,1261.65,1261.65,1261.65,1261.65
1992-04-02,1275.51,1275.51,1275.51,1275.51
1992-04-03,1236.3,1236.3,1236.3,1236.3
1992-04-06,1171.34,1171.34,1171.34,1171.34
1992-04-07,1159.97,1159.97,1159.97,1159.97
1992-04-08,1242.84,1242.84,1242.84,1242.84
1992-04-10,1235.0601,1235.0601,1235.0601,1235.0601
1992-04-13,1203.0601,1203.0601,1203.0601,1203.0601
1992-04-22,1278.1899,1278.1899,1278.1899,1278.1899
1992-04-23,1280.92,1280.92,1280.92,1280.92
1992-04-28,1130.16,1130.16,1130.16,1130.16
1992-04-29,1065.64,1065.64,1065.64,1065.64
1992-04-30,1105.55,1105.55,1105.55,1105.55
1992-05-06,1011.11,1011.11,1011.11,1011.11
1992-05-07,1032.16,1032.16,1032.16,1032.16
1992-05-11,955.47998,955.47998,955.47998,955.47998
1992-05-12,849.75,849.75,849.75,849.75
1992-05-13,954.67999,954.67999,954.67999,954.67999
1992-05-14,947.21997,947.21997,947.21997,947.21997
1992-05-18,950.04999,950.04999,950.04999,950.04999
1992-05-19,980.40997,980.40997,980.40997,980.40997
1992-05-20,979.90997,979.90997,979.90997,979.90997
1992-05-22,947.47998,947.47998,947.47998,947.47998
1992-05-25,937.10999,937.10999,937.10999,937.10999
1992-05-26,907.03998,907.03998,907.03998,907.03998
1992-05-27,863.41998,863.41998,863.41998,863.41998
1992-05-28,839.84998,839.84998,839.84998,839.84998
1992-05-29,826.15997,826.15997,826.15997,826.15997
1992-06-01,829.91998,829.91998,829.91998,829.91998
1992-06-02,867.54999,867.54999,867.54999,867.54999
1992-06-03,860.01001,860.01001,860.01001,860.01001
1992-06-04,830.04999,830.04999,830.04999,830.04999
1992-06-05,853.53998,853.53998,853.53998,853.53998
1992-06-08,858.60999,858.60999,858.60999,858.60999
1992-06-09,873.70001,873.70001,873.70001,873.70001
1992-06-10,867.60999,867.60999,867.60999,867.60999
1992-06-25,859.47998,859.47998,859.47998,859.47998
1992-06-26,855.84003,855.84003,855.84003,855.84003
1992-07-15,816.88,816.88,816.88,816.88
1992-07-16,792.84003,792.84003,792.84003,792.84003
1992-07-17,786.32001,786.32001,786.32001,786.32001
1992-07-20,798.13,798.13,798.13,798.13
1992-07-21,803.34998,803.34998,803.34998,803.34998
1992-07-22,791.12,791.12,791.12,791.12
1992-07-23,755.21002,755.21002,755.21002,755.21002
1992-07-27,783.59003,783.59003,783.59003,783.59003
1992-07-28,793.17999,793.17999,793.17999,793.17999
1992-07-29,775.44,775.44,775.44,775.44
1992-07-30,759.90002,759.90002,759.90002,759.90002
1992-07-31,767.94,767.94,767.94,767.94
1992-08-03,765.71997,765.71997,765.71997,765.71997
1992-08-04,753.56,753.56,753.56,753.56
1992-08-05,735.25,735.25,735.25,735.25
1992-08-06,705.85999,705.85999,705.85999,705.85999
1992-08-07,719.78998,719.78998,719.78998,719.78998
1992-08-10,742.01001,742.01001,742.01001,742.01001
1992-08-11,750.32001,750.32001,750.32001,750.32001
1992-08-12,747.03998,747.03998,747.03998,747.03998
1992-08-14,780.95001,780.95001,780.95001,780.95001
1992-08-17,810.96002,810.96002,810.96002,810.96002
1992-08-18,821.45001,821.45001,821.45001,821.45001
1992-08-19,838.34003,838.34003,838.34003,838.34003
1992-08-20,842.32001,842.32001,842.32001,842.32001
1992-08-21,854,854,854,854
1992-08-24,862.48999,862.48999,862.48999,862.48999
1992-08-25,837.27002,837.27002,837.27002,837.27002
1992-08-26,821.13,821.13,821.13,821.13
1992-08-27,842.53998,842.53998,842.53998,842.53998
1992-08-28,850.85999,850.85999,850.85999,850.85999
1992-09-01,862.97998,862.97998,862.97998,862.97998
1992-09-02,856.82001,856.82001,856.82001,856.82001
1992-09-03,873.38,873.38,873.38,873.38
1992-09-04,895.34998,895.34998,895.34998,895.34998
1992-09-07,911.57001,911.57001,911.57001,911.57001
1992-09-08,902.59998,902.59998,902.59998,902.59998
1992-09-09,901.32001,901.32001,901.32001,901.32001
1992-09-11,906.78003,906.78003,906.78003,906.78003
1992-09-14,923.34998,923.34998,923.34998,923.34998
1992-09-15,961.56,961.56,961.56,961.56
1992-09-16,958.28003,958.28003,958.28003,958.28003
1992-09-17,952.64001,952.64001,952.64001,952.64001
1992-09-18,957.40002,957.40002,957.40002,957.40002
1992-09-21,932.13,932.13,932.13,932.13
1992-09-22,939.98999,939.98999,939.98999,939.98999
1992-09-24,928.78998,928.78998,928.78998,928.78998
1992-09-25,934.47998,934.47998,934.47998,934.47998
1992-09-28,926.92999,926.92999,926.92999,926.92999
1992-09-29,912.06,912.06,912.06,912.06
1992-09-30,938.14001,938.14001,938.14001,938.14001
1992-10-01,944.84998,944.84998,944.84998,944.84998
1992-10-06,928.08002,928.08002,928.08002,928.08002
1992-10-08,916.32001,916.32001,916.32001,916.32001
1992-10-09,932.54999,932.54999,932.54999,932.54999
1992-10-12,902.26001,902.26001,902.26001,902.26001
1992-10-13,904.67999,904.67999,904.67999,904.67999
1992-10-14,883.65997,883.65997,883.65997,883.65997
1992-10-15,879.08002,879.08002,879.08002,879.08002
1992-10-20,869.17999,869.17999,869.17999,869.17999
1992-10-21,840.12,840.12,840.12,840.12
1992-10-22,850.96997,850.96997,850.96997,850.96997
1992-10-28,824.03003,824.03003,824.03003,824.03003
1992-10-29,817.72998,817.72998,817.72998,817.72998
1992-10-30,809.87,809.87,809.87,809.87
1992-11-03,835.5,835.5,835.5,835.5
1992-11-04,836.69,836.69,836.69,836.69
1992-11-05,805.87,805.87,805.87,805.87
1992-11-06,794.78003,794.78003,794.78003,794.78003
1992-11-09,773.63,773.63,773.63,773.63
1992-11-11,747.10999,747.10999,747.10999,747.10999
1992-11-12,761.60999,761.60999,761.60999,761.60999
1992-11-13,749.06,749.06,749.06,749.06
1992-11-18,724.67999,724.67999,724.67999,724.67999
1992-11-19,698.27002,698.27002,698.27002,698.27002
1992-11-20,712.21002,712.21002,712.21002,712.21002
1992-11-23,727.84998,727.84998,727.84998,727.84998
1992-11-24,734.06,734.06,734.06,734.06
1992-11-25,742.40002,742.40002,742.40002,742.40002
1992-11-26,723.14001,723.14001,723.14001,723.14001
1992-11-27,720.85999,720.85999,720.85999,720.85999
1992-11-30,726.38,726.38,726.38,726.38
1992-12-01,737.28003,737.28003,737.28003,737.28003
1992-12-02,751.84998,751.84998,751.84998,751.84998
1992-12-03,762.15997,762.15997,762.15997,762.15997
1992-12-04,785.57001,785.57001,785.57001,785.57001
1992-12-10,745.06,745.06,745.06,745.06
1992-12-11,740.90997,740.90997,740.90997,740.90997
1992-12-14,722.26001,722.26001,722.26001,722.26001
1992-12-15,718.83002,718.83002,718.83002,718.83002
1992-12-16,690.66998,690.66998,690.66998,690.66998
1992-12-17,695.82001,695.82001,695.82001,695.82001
1992-12-18,719.07001,719.07001,719.07001,719.07001
1992-12-21,739.47998,739.47998,739.47998,739.47998
1992-12-22,746.52002,746.52002,746.52002,746.52002
1992-12-23,748,748,748,748
1992-12-24,761.31,761.31,761.31,761.31
1993-01-04,744.91998,744.91998,744.91998,744.91998
1993-01-05,733.48999,733.48999,733.48999,733.48999
1993-01-06,717.84998,717.84998,717.84998,717.84998
1993-01-07,705,705,705,705
1993-01-08,709.65002,709.65002,709.65002,709.65002
1993-01-14,721.21002,721.21002,721.21002,721.21002
1993-01-15,740.34998,740.34998,740.34998,740.34998
1993-01-18,758.07001,758.07001,758.07001,758.07001
1993-01-19,750.54999,750.54999,750.54999,750.54999
1993-01-20,742.21002,742.21002,742.21002,742.21002
1993-01-21,745.06,745.06,745.06,745.06
1993-01-22,746.71997,746.71997,746.71997,746.71997
1993-01-25,751.26001,751.26001,751.26001,751.26001
1993-01-27,763.71002,763.71002,763.71002,763.71002
1993-01-28,777.91998,777.91998,777.91998,777.91998
1993-01-29,785.28003,785.28003,785.28003,785.28003
1993-02-01,772.75,772.75,772.75,772.75
1993-02-02,780.12,780.12,780.12,780.12
1993-02-03,780.44,780.44,780.44,780.44
1993-02-04,772.79999,772.79999,772.79999,772.79999
1993-02-05,775.16998,775.16998,775.16998,775.16998
1993-02-08,792.16998,792.16998,792.16998,792.16998
1993-02-09,807.34003,807.34003,807.34003,807.34003
1993-02-10,819.41998,819.41998,819.41998,819.41998
1993-02-11,813.08002,813.08002,813.08002,813.08002
1993-02-12,802.44,802.44,802.44,802.44
1993-02-15,773.89001,773.89001,773.89001,773.89001
1993-02-16,764.12,764.12,764.12,764.12
1993-02-17,771.31,771.31,771.31,771.31
1993-02-18,779.03998,779.03998,779.03998,779.03998
1993-02-22,791.08002,791.08002,791.08002,791.08002
1993-02-23,800.09003,800.09003,800.09003,800.09003
1993-02-24,803.46997,803.46997,803.46997,803.46997
1993-02-25,815.84003,815.84003,815.84003,815.84003
1993-02-26,821.98999,821.98999,821.98999,821.98999
1993-03-01,749.89001,749.89001,749.89001,749.89001
1993-03-02,742.91998,742.91998,742.91998,742.91998
1993-03-03,748.32001,748.32001,748.32001,748.32001
1993-03-04,739.29999,739.29999,739.29999,739.29999
1993-03-05,721.09003,721.09003,721.09003,721.09003
1993-03-09,681.60999,681.60999,681.60999,681.60999
1993-03-10,670.53998,670.53998,670.53998,670.53998
1993-03-11,680.78003,680.78003,680.78003,680.78003
1993-03-12,697.10999,697.10999,697.10999,697.10999
1993-03-15,706.40002,706.40002,706.40002,706.40002
1993-03-16,716.65997,716.65997,716.65997,716.65997
1993-03-17,702.46997,702.46997,702.46997,702.46997
1993-03-18,698.33002,698.33002,698.33002,698.33002
1993-03-19,694.15997,694.15997,694.15997,694.15997
1993-03-22,699.88,699.88,699.88,699.88
1993-03-23,691.92999,691.92999,691.92999,691.92999
1993-03-26,679.03003,679.03003,679.03003,679.03003
1993-03-29,660.32001,660.32001,660.32001,660.32001
1993-03-30,644.08002,644.08002,644.08002,644.08002
1993-03-31,660.51001,660.51001,660.51001,660.51001
1993-04-02,671.35999,671.35999,671.35999,671.35999
1993-04-07,694.90002,694.90002,694.90002,694.90002
1993-04-08,670.59003,670.59003,670.59003,670.59003
1993-04-12,648.21002,648.21002,648.21002,648.21002
